职位名称,工作地点,经验,学历,薪资,专业要求,招聘人数,职位诱惑,岗位介绍,公司名称,公司行业,公司规模,公司主页,发布日期
游戏测试,沈阳-NULL,不限,初中,3000-5000元,计算机/网络/通信,5人,"养老保险,医疗保险,工伤保险,失业保险,生育保险,住房公积金,带薪年假,做五休二",岗位职责:游戏调试，游戏测试任职资格:工作时间:,沈阳丰翼科技有限公司,计算机/网络/通信,100-499人,http://www.ganji.com/gongsi/106165417/,2018/1/3
产品运营,沈阳-大东,不限,大专,3000-5000元,计算机/网络/通信,5人,"餐补,房补,交通补助,话补,医疗保险,住房公积金,带薪年假,加班补助,做五休二,年底双薪,员工体检",任职资格：1.年满18~30周岁，大专及以上学历，专业不限；2.热爱IT行业，对互联网感兴趣，并且向往这个方向发展；3.有良好的学习能力，有钻研精神，会简单的电脑操作基础；4.逻辑能力较强，有较强的抗压力和高度的责任感；5.面试通过，直接上岗。无经验者，可先实训后上岗；福利待遇：1.签订正式劳动合同、享受国家规定的保险福利待遇；2.五险一金，双休，年底分红；3.定期旅游，超长年假；4.良好的晋升机制，广阔的晋升空间；5.八小时工作制，无加班，夜班；6.丰富的企业文化，愉悦的工作氛围；工作时间：五天八小时，周末双休,沈阳市海潮科技有限公司,计算机/网络/通信,100-499人,http://www.ganji.com/gongsi/106347790/,2018/1/3
网店运营,沈阳-铁西,不限,不限,3000-5000元,其它行业,1人,[],1\xa0.全面负责公司网站整体运营管理；2.\xa0负责公司网站内容及结构优化；3.\xa0负责公司微信公众号的运行及维护；4.\xa0负责公司网站接收信息，和销售运营；5.\xa0负责公司宣传资料（宣传册、海报、易拉宝等）的编辑工作。6.负责公司新产品的设计，包装任职要求：1、有成功推广及运营经验，最好有1年以上推广经验；2、熟悉网站的运营；3.有一定设计理念，会PS等软件操作2、有一定的文字功底；,沈阳博洋科技有限公司,其它行业,20-99人,http://www.ganji.com/gongsi/106497988/,2018/1/3
IT技术支持/维护,沈阳-大东,不限                        ,大专,3000-5000元,计算机/网络/通信,3人,"餐补,房补,交通补助,话补,养老保险,医疗保险,工伤保险,失业保险,生育保险,带薪年假,加班补助,做五休二,年底双薪,员工体检",岗位职责：1、负责软件系统的安装、测试和上线运行；2、负责编写用户操作手册、系统管理与维护手册；3、为用户提供技术培训，正确指导用户使用系统；4、负责应用软件系统的维护，解决客户使用中发现的各类问题，维护客户关系；5、负责客户问题的收集，分析并反馈给公司相关人员；6、收集与分析客户需求，引导客户需求，对需求变更进行有效控制。任职要求：1、大专及以上学历，专业不限；2、有系统安装、技术服务类经验优先；3、初级岗位，专业技能要求一般，无经验可投递。福利待遇：1、入职享受五险一金，签订正规劳动合同；2、有项目奖金和基本补助，周末和节假日正常休息；3、根据年终评定，有固定调薪和晋升空间。,沈阳市海潮科技有限公司,计算机/网络/通信,100-499人,http://www.ganji.com/gongsi/106347790/,2018/1/3
IT技术支持/维护,北京-昌平,不限                        ,大专,5000-8000元,计算机/网络/通信,20人,"餐补,房补,交通补助,话补,养老保险,医疗保险,住房公积金,带薪年假,加班补助,做五休二,年底双薪,员工体检","随着全行业的深入IT化以及智慧城市建设浪潮的兴起，银行、金融机构、国企定向','：云计算运维、大数据/JAVA开发工程师及定岗生福利待遇：1、签订正式劳动合同，享受国家规定的保险及福利待遇；2、双休，朝九晚六浮动性上班制，年底双薪；3、入职起薪不低于9万元/年以上，保障工作满一年后，年薪“”不低于12万元；岗位要求：1、大专及以上学历，专业不限，有志于在IT行业发展；2、应往届大学毕业生或想转行者都可申请，相关专业优先，如：计算机、网络、机械、电子、建筑、自动化、应用数学等。3.通过面试者参加岗前项目实训，并愿意在北京工作一年以上（特殊情况可协调处理），一年后要求回当地工作的，可协调企业重新安置到原籍省会城市工作。备注：由于面试人员较多，有意向者请咨询','经理！",北京蓝色曙光信息技术有限公司,计算机/网络/通信,500-999人,http://www.ganji.com/gongsi/105161168/,2018/1/3
主播/经纪人,沈阳-沈北,不限                        ,不限,3000-5000元,媒体/影视/文化,5人,"餐补,房补,交通补助,带薪年假,年底双薪",1.负责公司主播的日常管理、跟进、咨询、建议、激励、考核、直播档期连贯等，引导旗下公会/家族在其平台发展壮大；2.负责公司直播间环境升级改造，直播设备管理调试，擅于策划网络公会/家族直播活动；3.负责公司主播的招募，不断招募优秀主播加盟，增加主播数量，优化主播质量；4.负责公司主播日常的培养/指导工作，与主播保持良好沟通，完成公会/家族经营指标；5.了解直播平台、懂主播招募、培训的流程和规则优先；6.享受公司高额分成，分红，以及股权奖励。,辽宁网娱文化传播有限公司,媒体/影视/文化,100-499人,http://www.ganji.com/gongsi/105410653/,2018/1/3
其他行政/后勤职位,沈阳-NULL,不限                        ,中专/技校,3000-5000元,教育/培训,2人,"餐补,交通补助,养老保险,医疗保险,工伤保险,失业保险,生育保险,住房公积金,带薪年假,加班补助,做五休二,年底双薪,员工体检",岗位职责：1、起草和修改报告、文稿等；2、及时准确的更新员工通讯录；管理公司网络、邮箱；3、负责日常办公用品采购、发放、登记管理，办公室设备管理；4、订阅年度报刊杂志，收发日常报刊杂志及交换邮件；5、员工考勤系统维护、考勤统计及外出人员管理6、保证前台所需物资的充足（如水、纸、设备、耗材及报销单据表格等）及费用结算。任职资格：1、文秘、行政管理等相关专业中专以上学历；2、二年以上相关工作经验；3、熟悉办公室行政管理知识及工作流程，熟悉公文写作格式，具备基本商务信函写作能力，熟练运用OFFICE等办公软件；4、工作仔细认真、责任心强、为人正直，具备较强的书面和口头表达能力；5、形象好，气质佳，年龄在20-30岁，女性。,沈阳凯天教育培训中心,教育/培训,100-499人,http://www.ganji.com/gongsi/105113251/,2018/1/3
算法工程师,沈阳-浑南,不限,不限,5000-8000元,计算机/网络/通信,10人,"包住,房补,交通补助,话补,养老保险,医疗保险,工伤保险,失业保险,生育保险,住房公积金,带薪年假,加班补助,做五休二,年底双薪,员工体检",有意者请直接投递，hr会在1-2个工作日内联系您参加面试。要求：1、学历大专及以上学历，专业不限，计算机相关专业优先；2、有java或Python编程基础，熟悉常用数据库mysql或nosql优先考虑；3、经验不限，零基础可提供4个月的岗前培训。岗位职责：1.负责业务数据收集整理，对多种数据源进行深度诊断性组合分析、挖掘、深度分析和建模，对相关数据进行挖掘分析2.负责项目的需求调研、数据分析和数据挖掘模型，通过对用户的行为进行分析了解用户需求3.参与数据挖掘模型的构建、维护、部署和评估就业薪资：入职后签定正式劳动合同，享受国家规定的保险福利待遇，专、本科入职起薪平均底薪在3000-5000元/月左右，第二年起薪高于5000元/月，硕/博：根据能力薪资面议；福利：六险二金+双休早九晚五+绩效奖金+年终项目奖金+节日福利+带薪年假+免费体检等外地员工提供住宿，本地员工提供班车，有食堂,沈阳思诺科技有限公司,计算机/网络/通信,100-499人,http://www.ganji.com/gongsi/106148223/,2018/1/3
店铺运营,沈阳-和平,不限                        ,不限,2000-3000元,计算机/网络/通信,10人,[],岗位职责:1.负责公司淘宝店得全面运营、管理、推广，提高店铺点击率和浏览量，领导团队完成店铺销售目标。2、负责在公司现有商品中选定推广商品，商品推广方案策略制定，营销方案制定及执行，通过策划各类活动，结合各种互联网资源有效的提升淘宝商城旗舰店及旺铺在淘宝网的知名度，聚齐流量和人气，形成销售。3、负责直通车关键字设定，文字编辑，文案，在配合美工工作下做好整体页面规划。任职资格:1.熟悉电子商务平台特别是淘宝网的操作和其各种营销工具的使用；2、有良好的团队合作意识，耐心、诚恳，有强烈的责任心和积极主动的工作态度.工作时间:早九晚五周末单休,辽宁卓杰易网电子商务有限公司,计算机/网络/通信,100-499人,http://www.ganji.com/gongsi/106371053/,2018/1/3
机械工程师,北京-昌平,不限                        ,大专,5000-8000元,计算机/网络/通信,20人,"餐补,房补,交通补助,话补,养老保险,医疗保险,带薪年假,加班补助,做五休二,年底双薪,员工体检","随着全行业的深入IT化以及智慧城市建设浪潮的兴起，银行、金融机构、国企定向','：云计算运维、大数据/JAVA开发工程师及定岗生福利待遇：1、签订正式劳动合同，享受国家规定的保险及福利待遇；2、双休，朝九晚六浮动性上班制，年底双薪；3、入职起薪不低于9万元/年以上，保障工作满一年后，年薪“”不低于12万元；岗位要求：1、大专及以上学历，专业不限，有志于在IT行业发展；2、应往届大学毕业生或想转行者都可申请，相关专业优先，如：计算机、网络、机械、电子、建筑、自动化、应用数学等。3.通过面试者参加岗前项目实训，并愿意在北京工作一年以上（特殊情况可协调处理），一年后要求回当地工作的，可协调企业重新安置到原籍省会城市工作。备注：由于面试人员较多，有意向者请咨询','经理！",北京蓝色曙光信息技术有限公司,计算机/网络/通信,500-999人,http://www.ganji.com/gongsi/105161168/,2018/1/3
